kind	name	symbol_path	source_json_path	source_json_url	markdown_file	raw_file	description
class	UBackgroundBlurSlot	Others / UBackgroundBlurSlot	class/detail/Others/UBackgroundBlurSlot.json	https://developer.gp.qq.com/api/class/detail/Others/UBackgroundBlurSlot.json	symbols/class/UBackgroundBlurSlot.md	raw/class/UBackgroundBlurSlot.json	The Slot for the UBackgroundBlurSlot, contains the widget displayed in a BackgroundBlur's single slot
class	UBackpackComponent	和平类事件 / 背包组件类 / UBackpackComponent	class/detail/和平类事件/背包组件类/UBackpackComponent.json	https://developer.gp.qq.com/api/class/detail/%E5%92%8C%E5%B9%B3%E7%B1%BB%E4%BA%8B%E4%BB%B6/%E8%83%8C%E5%8C%85%E7%BB%84%E4%BB%B6%E7%B1%BB/UBackpackComponent.json	symbols/class/UBackpackComponent.md	raw/class/UBackpackComponent.json	背包组件
class	UBackpackComponentV2	Others / UBackpackComponentV2	class/detail/Others/UBackpackComponentV2.json	https://developer.gp.qq.com/api/class/detail/Others/UBackpackComponentV2.json	symbols/class/UBackpackComponentV2.md	raw/class/UBackpackComponentV2.json	V2背包内核组件
class	UBaseMediaSource	Others / UBaseMediaSource	class/detail/Others/UBaseMediaSource.json	https://developer.gp.qq.com/api/class/detail/Others/UBaseMediaSource.json	symbols/class/UBaseMediaSource.md	raw/class/UBaseMediaSource.json	Base class for concrete media sources.
class	UBasicOverlays	Others / UBasicOverlays	class/detail/Others/UBasicOverlays.json	https://developer.gp.qq.com/api/class/detail/Others/UBasicOverlays.json	symbols/class/UBasicOverlays.md	raw/class/UBasicOverlays.json	Implements an asset that contains a set of overlay data (which includes timing, text, and position) to be displayed for any   given source (including, but not limited to, audio, dialog, and movies)
class	UBehaviorTree	Others / UBehaviorTree	class/detail/Others/UBehaviorTree.json	https://developer.gp.qq.com/api/class/detail/Others/UBehaviorTree.json	symbols/class/UBehaviorTree.md	raw/class/UBehaviorTree.json	
class	UBehaviorTreeComponent	Others / UBehaviorTreeComponent	class/detail/Others/UBehaviorTreeComponent.json	https://developer.gp.qq.com/api/class/detail/Others/UBehaviorTreeComponent.json	symbols/class/UBehaviorTreeComponent.md	raw/class/UBehaviorTreeComponent.json	
class	UBehaviorTreeManager	Others / UBehaviorTreeManager	class/detail/Others/UBehaviorTreeManager.json	https://developer.gp.qq.com/api/class/detail/Others/UBehaviorTreeManager.json	symbols/class/UBehaviorTreeManager.md	raw/class/UBehaviorTreeManager.json	
class	UBillboardComponent	Others / UBillboardComponent	class/detail/Others/UBillboardComponent.json	https://developer.gp.qq.com/api/class/detail/Others/UBillboardComponent.json	symbols/class/UBillboardComponent.md	raw/class/UBillboardComponent.json	A 2d texture that will be rendered always facing the camera.
class	UBlackboardComponent	Others / UBlackboardComponent	class/detail/Others/UBlackboardComponent.json	https://developer.gp.qq.com/api/class/detail/Others/UBlackboardComponent.json	symbols/class/UBlackboardComponent.md	raw/class/UBlackboardComponent.json	
class	UBlackboardData	Others / UBlackboardData	class/detail/Others/UBlackboardData.json	https://developer.gp.qq.com/api/class/detail/Others/UBlackboardData.json	symbols/class/UBlackboardData.md	raw/class/UBlackboardData.json	
class	UBlackboardKeyType_Class	Others / UBlackboardKeyType_Class	class/detail/Others/UBlackboardKeyType_Class.json	https://developer.gp.qq.com/api/class/detail/Others/UBlackboardKeyType_Class.json	symbols/class/UBlackboardKeyType_Class.md	raw/class/UBlackboardKeyType_Class.json	
class	UBlackboardKeyType_Enum	Others / UBlackboardKeyType_Enum	class/detail/Others/UBlackboardKeyType_Enum.json	https://developer.gp.qq.com/api/class/detail/Others/UBlackboardKeyType_Enum.json	symbols/class/UBlackboardKeyType_Enum.md	raw/class/UBlackboardKeyType_Enum.json	
class	UBlackboardKeyType_NativeEnum	Others / UBlackboardKeyType_NativeEnum	class/detail/Others/UBlackboardKeyType_NativeEnum.json	https://developer.gp.qq.com/api/class/detail/Others/UBlackboardKeyType_NativeEnum.json	symbols/class/UBlackboardKeyType_NativeEnum.md	raw/class/UBlackboardKeyType_NativeEnum.json	
class	UBlackboardKeyType_Object	Others / UBlackboardKeyType_Object	class/detail/Others/UBlackboardKeyType_Object.json	https://developer.gp.qq.com/api/class/detail/Others/UBlackboardKeyType_Object.json	symbols/class/UBlackboardKeyType_Object.md	raw/class/UBlackboardKeyType_Object.json	
class	UBlackboardKeyType_String	Others / UBlackboardKeyType_String	class/detail/Others/UBlackboardKeyType_String.json	https://developer.gp.qq.com/api/class/detail/Others/UBlackboardKeyType_String.json	symbols/class/UBlackboardKeyType_String.md	raw/class/UBlackboardKeyType_String.json	
class	UBlendProfile	Others / UBlendProfile	class/detail/Others/UBlendProfile.json	https://developer.gp.qq.com/api/class/detail/Others/UBlendProfile.json	symbols/class/UBlendProfile.md	raw/class/UBlendProfile.json	A blend profile is a set of per-bone scales that can be used in transitions and blend lists    to tweak the weights of specific bones. The scales are applied to the normal weight for that bone
class	UBlendSpace	Others / UBlendSpace	class/detail/Others/UBlendSpace.json	https://developer.gp.qq.com/api/class/detail/Others/UBlendSpace.json	symbols/class/UBlendSpace.md	raw/class/UBlendSpace.json	Contains a grid of data points with weights from sample points in the space
class	UBlendSpace1D	Others / UBlendSpace1D	class/detail/Others/UBlendSpace1D.json	https://developer.gp.qq.com/api/class/detail/Others/UBlendSpace1D.json	symbols/class/UBlendSpace1D.md	raw/class/UBlendSpace1D.json	
class	UBlendSpaceBase	Others / UBlendSpaceBase	class/detail/Others/UBlendSpaceBase.json	https://developer.gp.qq.com/api/class/detail/Others/UBlendSpaceBase.json	symbols/class/UBlendSpaceBase.md	raw/class/UBlendSpaceBase.json	Allows multiple animations to be blended between based on input parameters
class	UBlueprint	Others / UBlueprint	class/detail/Others/UBlueprint.json	https://developer.gp.qq.com/api/class/detail/Others/UBlueprint.json	symbols/class/UBlueprint.md	raw/class/UBlueprint.json	Blueprints are special assets that provide an intuitive, node-based interface that can be used to create new types of Actors   and script level events; giving designers and gameplay programmers the tools to quickly create and iterate gameplay from   within Unreal Editor without ever needing to write a line of code.
class	UBlueprintAsyncActionBase	Others / UBlueprintAsyncActionBase	class/detail/Others/UBlueprintAsyncActionBase.json	https://developer.gp.qq.com/api/class/detail/Others/UBlueprintAsyncActionBase.json	symbols/class/UBlueprintAsyncActionBase.md	raw/class/UBlueprintAsyncActionBase.json	
class	UBlueprintCore	Others / UBlueprintCore	class/detail/Others/UBlueprintCore.json	https://developer.gp.qq.com/api/class/detail/Others/UBlueprintCore.json	symbols/class/UBlueprintCore.md	raw/class/UBlueprintCore.json	
class	UBlueprintGameplayTagLibrary	Others / UBlueprintGameplayTagLibrary	class/detail/Others/UBlueprintGameplayTagLibrary.json	https://developer.gp.qq.com/api/class/detail/Others/UBlueprintGameplayTagLibrary.json	symbols/class/UBlueprintGameplayTagLibrary.md	raw/class/UBlueprintGameplayTagLibrary.json	
class	UBlueprintMapLibrary	Others / UBlueprintMapLibrary	class/detail/Others/UBlueprintMapLibrary.json	https://developer.gp.qq.com/api/class/detail/Others/UBlueprintMapLibrary.json	symbols/class/UBlueprintMapLibrary.md	raw/class/UBlueprintMapLibrary.json	
class	UBlueprintPlatformLibrary	Others / UBlueprintPlatformLibrary	class/detail/Others/UBlueprintPlatformLibrary.json	https://developer.gp.qq.com/api/class/detail/Others/UBlueprintPlatformLibrary.json	symbols/class/UBlueprintPlatformLibrary.md	raw/class/UBlueprintPlatformLibrary.json	
class	UBlueprintRuntimeSettings	Others / UBlueprintRuntimeSettings	class/detail/Others/UBlueprintRuntimeSettings.json	https://developer.gp.qq.com/api/class/detail/Others/UBlueprintRuntimeSettings.json	symbols/class/UBlueprintRuntimeSettings.md	raw/class/UBlueprintRuntimeSettings.json	Implements the settings for the BlueprintRuntime module
class	UBlueprintSetLibrary	Others / UBlueprintSetLibrary	class/detail/Others/UBlueprintSetLibrary.json	https://developer.gp.qq.com/api/class/detail/Others/UBlueprintSetLibrary.json	symbols/class/UBlueprintSetLibrary.md	raw/class/UBlueprintSetLibrary.json	
class	UBoneMaskFilter	Others / UBoneMaskFilter	class/detail/Others/UBoneMaskFilter.json	https://developer.gp.qq.com/api/class/detail/Others/UBoneMaskFilter.json	symbols/class/UBoneMaskFilter.md	raw/class/UBoneMaskFilter.json	
class	UBookMark	Others / UBookMark	class/detail/Others/UBookMark.json	https://developer.gp.qq.com/api/class/detail/Others/UBookMark.json	symbols/class/UBookMark.md	raw/class/UBookMark.json	A camera position the current level.
class	UBookMark2D	Others / UBookMark2D	class/detail/Others/UBookMark2D.json	https://developer.gp.qq.com/api/class/detail/Others/UBookMark2D.json	symbols/class/UBookMark2D.md	raw/class/UBookMark2D.json	Simple class to store 2D camera information.
class	UBoolBinding	Others / UBoolBinding	class/detail/Others/UBoolBinding.json	https://developer.gp.qq.com/api/class/detail/Others/UBoolBinding.json	symbols/class/UBoolBinding.md	raw/class/UBoolBinding.json	
class	UBorder	Others / UBorder	class/detail/Others/UBorder.json	https://developer.gp.qq.com/api/class/detail/Others/UBorder.json	symbols/class/UBorder.md	raw/class/UBorder.json	A border is a container widget that can contain one child widget, providing an opportunity    to surround it with a background image and adjustable padding.      Single Child    Image
class	UBorderSlot	Others / UBorderSlot	class/detail/Others/UBorderSlot.json	https://developer.gp.qq.com/api/class/detail/Others/UBorderSlot.json	symbols/class/UBorderSlot.md	raw/class/UBorderSlot.json	The Slot for the UBorderSlot, contains the widget displayed in a border's single slot
class	UBoxComponent	Others / UBoxComponent	class/detail/Others/UBoxComponent.json	https://developer.gp.qq.com/api/class/detail/Others/UBoxComponent.json	symbols/class/UBoxComponent.md	raw/class/UBoxComponent.json	A box generally used for simple collision. Bounds are rendered as lines in the editor.
class	UBoxReflectionCaptureComponent	Others / UBoxReflectionCaptureComponent	class/detail/Others/UBoxReflectionCaptureComponent.json	https://developer.gp.qq.com/api/class/detail/Others/UBoxReflectionCaptureComponent.json	symbols/class/UBoxReflectionCaptureComponent.md	raw/class/UBoxReflectionCaptureComponent.json	
class	UBrainComponent	Others / UBrainComponent	class/detail/Others/UBrainComponent.json	https://developer.gp.qq.com/api/class/detail/Others/UBrainComponent.json	symbols/class/UBrainComponent.md	raw/class/UBrainComponent.json	
class	UBreakpoint	Others / UBreakpoint	class/detail/Others/UBreakpoint.json	https://developer.gp.qq.com/api/class/detail/Others/UBreakpoint.json	symbols/class/UBreakpoint.md	raw/class/UBreakpoint.json	
class	UBrushBinding	Others / UBrushBinding	class/detail/Others/UBrushBinding.json	https://developer.gp.qq.com/api/class/detail/Others/UBrushBinding.json	symbols/class/UBrushBinding.md	raw/class/UBrushBinding.json	
class	UBrushBuilder	Others / UBrushBuilder	class/detail/Others/UBrushBuilder.json	https://developer.gp.qq.com/api/class/detail/Others/UBrushBuilder.json	symbols/class/UBrushBuilder.md	raw/class/UBrushBuilder.json	Base class of UnrealEd brush builders.       Tips for writing brush builders:     - Always validate the user-specified and call BadParameters function     if anything is wrong, instead of actually building geometry.     If you build an invalid brush due to bad user parameters, you'll     cause an extraordinary amount of pain for the poor user.     - When generating polygons with more than 3 vertices, BE SURE all the     polygon's vertices are coplanar!  Out-of-plane polygons will cause     geometry to be corrupted.
class	UBrushComponent	Others / UBrushComponent	class/detail/Others/UBrushComponent.json	https://developer.gp.qq.com/api/class/detail/Others/UBrushComponent.json	symbols/class/UBrushComponent.md	raw/class/UBrushComponent.json	A brush component defines a shape that can be modified within the editor. They are used both as part of BSP building, and for volumes.
class	UButton	Others / UButton	class/detail/Others/UButton.json	https://developer.gp.qq.com/api/class/detail/Others/UButton.json	symbols/class/UButton.md	raw/class/UButton.json	The button is a click-able primitive widget to enable basic interaction, you   can place any other widget inside a button to make a more complex and   interesting click-able element in your UI.      Single Child    Clickable
class	UButtonSlot	Others / UButtonSlot	class/detail/Others/UButtonSlot.json	https://developer.gp.qq.com/api/class/detail/Others/UButtonSlot.json	symbols/class/UButtonSlot.md	raw/class/UButtonSlot.json	The Slot for the UButtonSlot, contains the widget displayed in a button's single slot
class	UButtonStyleAsset	Others / UButtonStyleAsset	class/detail/Others/UButtonStyleAsset.json	https://developer.gp.qq.com/api/class/detail/Others/UButtonStyleAsset.json	symbols/class/UButtonStyleAsset.md	raw/class/UButtonStyleAsset.json	An asset describing a button's appearance.   Just a wrapper for the struct with real data in it.style factory
class	UButtonWidgetStyle	Others / UButtonWidgetStyle	class/detail/Others/UButtonWidgetStyle.json	https://developer.gp.qq.com/api/class/detail/Others/UButtonWidgetStyle.json	symbols/class/UButtonWidgetStyle.md	raw/class/UButtonWidgetStyle.json	
class	UCameraAnim	Others / UCameraAnim	class/detail/Others/UCameraAnim.json	https://developer.gp.qq.com/api/class/detail/Others/UCameraAnim.json	symbols/class/UCameraAnim.md	raw/class/UCameraAnim.json	A predefined animation to be played on a camera
class	UCameraAnimInst	Others / UCameraAnimInst	class/detail/Others/UCameraAnimInst.json	https://developer.gp.qq.com/api/class/detail/Others/UCameraAnimInst.json	symbols/class/UCameraAnimInst.md	raw/class/UCameraAnimInst.json	
class	UCameraComponent	Others / UCameraComponent	class/detail/Others/UCameraComponent.json	https://developer.gp.qq.com/api/class/detail/Others/UCameraComponent.json	symbols/class/UCameraComponent.md	raw/class/UCameraComponent.json	Represents a camera viewpoint and settings, such as projection type, field of view, and post-process overrides.    The default behavior for an actor used as the camera view target is to look for an attached camera component and use its location, rotation, and settings.
class	UCameraModifier	Others / UCameraModifier	class/detail/Others/UCameraModifier.json	https://developer.gp.qq.com/api/class/detail/Others/UCameraModifier.json	symbols/class/UCameraModifier.md	raw/class/UCameraModifier.json	A CameraModifier is a base class for objects that may adjust the final camera properties after   being computed by the APlayerCameraManager (@see ModifyCamera). A CameraModifier   can be stateful, and is associated uniquely with a specific APlayerCameraManager.
class	UCameraModifier_CameraShake	Others / UCameraModifier_CameraShake	class/detail/Others/UCameraModifier_CameraShake.json	https://developer.gp.qq.com/api/class/detail/Others/UCameraModifier_CameraShake.json	symbols/class/UCameraModifier_CameraShake.md	raw/class/UCameraModifier_CameraShake.json	A UCameraModifier_CameraShake is a camera modifier that can apply a UCameraShake to    the owning camera.
class	UCameraShake	Others / UCameraShake	class/detail/Others/UCameraShake.json	https://developer.gp.qq.com/api/class/detail/Others/UCameraShake.json	symbols/class/UCameraShake.md	raw/class/UCameraShake.json	A CameraShake is an asset that defines how to shake the camera in    a particular way. CameraShakes can be authored as either oscillating shakes,    animated shakes, or both.     An oscillating shake will sinusoidally vibrate various camera parameters over time. Each location   and rotation axis can be oscillated independently with different parameters to create complex and   random-feeling shakes. These are easier to author and tweak, but can still feel mechanical and are   limited to vibration-style shakes, such as earthquakes.     Animated shakes play keyframed camera animations.  These can take more effort to author, but enable   more natural-feeling results and things like directional shakes.  For instance, you can have an explosion   to the camera's right push it primarily to the left.
class	UCanvas	Others / UCanvas	class/detail/Others/UCanvas.json	https://developer.gp.qq.com/api/class/detail/Others/UCanvas.json	symbols/class/UCanvas.md	raw/class/UCanvas.json	A drawing canvas.
class	UCanvasPanel	Others / UCanvasPanel	class/detail/Others/UCanvasPanel.json	https://developer.gp.qq.com/api/class/detail/Others/UCanvasPanel.json	symbols/class/UCanvasPanel.md	raw/class/UCanvasPanel.json	The canvas panel is a designer friendly panel that allows widgets to be laid out at arbitrary    locations, anchored and z-ordered with other children of the canvas.  The canvas is a great widget   for manual layout, but bad when you want to procedurally just generate widgets and place them in a    container (unless you want absolute layout).      Many Children    Absolute Layout    Anchors
class	UCanvasPanelSlot	Others / UCanvasPanelSlot	class/detail/Others/UCanvasPanelSlot.json	https://developer.gp.qq.com/api/class/detail/Others/UCanvasPanelSlot.json	symbols/class/UCanvasPanelSlot.md	raw/class/UCanvasPanelSlot.json	
class	UCanvasRenderTarget2D	Others / UCanvasRenderTarget2D	class/detail/Others/UCanvasRenderTarget2D.json	https://developer.gp.qq.com/api/class/detail/Others/UCanvasRenderTarget2D.json	symbols/class/UCanvasRenderTarget2D.md	raw/class/UCanvasRenderTarget2D.json	CanvasRenderTarget2D is 2D render target which exposes a Canvas interface to allow you to draw elements onto    it directly.  Use CreateCanvasRenderTarget2D() to create a render target texture by unique name, then   bind a function to the OnCanvasRenderTargetUpdate delegate which will be called when the render target is   updated.  If you need to repaint your canvas every single frame, simply call UpdateResource() on it from a Tick   function.  Also, remember to hold onto your new canvas render target with a reference so that it doesn't get   garbage collected.
class	UCapsuleComponent	Others / UCapsuleComponent	class/detail/Others/UCapsuleComponent.json	https://developer.gp.qq.com/api/class/detail/Others/UCapsuleComponent.json	symbols/class/UCapsuleComponent.md	raw/class/UCapsuleComponent.json	A capsule generally used for simple collision. Bounds are rendered as lines in the editor.
class	UCascadeDebuggerSystem	Others / UCascadeDebuggerSystem	class/detail/Others/UCascadeDebuggerSystem.json	https://developer.gp.qq.com/api/class/detail/Others/UCascadeDebuggerSystem.json	symbols/class/UCascadeDebuggerSystem.md	raw/class/UCascadeDebuggerSystem.json	
class	UChannel	Others / UChannel	class/detail/Others/UChannel.json	https://developer.gp.qq.com/api/class/detail/Others/UChannel.json	symbols/class/UChannel.md	raw/class/UChannel.json	Base class of communication channels.
class	UCharacterMovementComponent	Others / UCharacterMovementComponent	class/detail/Others/UCharacterMovementComponent.json	https://developer.gp.qq.com/api/class/detail/Others/UCharacterMovementComponent.json	symbols/class/UCharacterMovementComponent.md	raw/class/UCharacterMovementComponent.json	CharacterMovementComponent handles movement logic for the associated Character owner.   It supports various movement modes including: walking, falling, swimming, flying, custom.     Movement is affected primarily by current Velocity and Acceleration. Acceleration is updated each frame   based on the input vector accumulated thus far (see UPawnMovementComponent::GetPendingInputVector()).     Networking is fully implemented, with server-client correction and prediction included.     @see ACharacter, UPawnMovementComponent
class	UCheatManager	Others / UCheatManager	class/detail/Others/UCheatManager.json	https://developer.gp.qq.com/api/class/detail/Others/UCheatManager.json	symbols/class/UCheatManager.md	raw/class/UCheatManager.json	
class	UCheckBox	Others / UCheckBox	class/detail/Others/UCheckBox.json	https://developer.gp.qq.com/api/class/detail/Others/UCheckBox.json	symbols/class/UCheckBox.md	raw/class/UCheckBox.json	The checkbox widget allows you to display a toggled state of 'unchecked', 'checked' and    'indeterminable.  You can use the checkbox for a classic checkbox, or as a toggle button,   or as radio buttons.       Single Child    Toggle
class	UCheckBoxStyleAsset	Others / UCheckBoxStyleAsset	class/detail/Others/UCheckBoxStyleAsset.json	https://developer.gp.qq.com/api/class/detail/Others/UCheckBoxStyleAsset.json	symbols/class/UCheckBoxStyleAsset.md	raw/class/UCheckBoxStyleAsset.json	An asset describing a CheckBox's appearance.   Just a wrapper for the struct with real data in it.
class	UCheckBoxWidgetStyle	Others / UCheckBoxWidgetStyle	class/detail/Others/UCheckBoxWidgetStyle.json	https://developer.gp.qq.com/api/class/detail/Others/UCheckBoxWidgetStyle.json	symbols/class/UCheckBoxWidgetStyle.md	raw/class/UCheckBoxWidgetStyle.json	
class	UCheckedStateBinding	Others / UCheckedStateBinding	class/detail/Others/UCheckedStateBinding.json	https://developer.gp.qq.com/api/class/detail/Others/UCheckedStateBinding.json	symbols/class/UCheckedStateBinding.md	raw/class/UCheckedStateBinding.json	
class	UChildActorComponent	Others / UChildActorComponent	class/detail/Others/UChildActorComponent.json	https://developer.gp.qq.com/api/class/detail/Others/UChildActorComponent.json	symbols/class/UChildActorComponent.md	raw/class/UChildActorComponent.json	A component that spawns an Actor when registered, and destroys it when unregistered.
class	UChildConnection	Others / UChildConnection	class/detail/Others/UChildConnection.json	https://developer.gp.qq.com/api/class/detail/Others/UChildConnection.json	symbols/class/UChildConnection.md	raw/class/UChildConnection.json	Represents a secondary split screen connection that reroutes calls to the parent connection.
class	UChunkLabel	Others / UChunkLabel	class/detail/Others/UChunkLabel.json	https://developer.gp.qq.com/api/class/detail/Others/UChunkLabel.json	symbols/class/UChunkLabel.md	raw/class/UChunkLabel.json	
class	UCineCameraComponent	Others / UCineCameraComponent	class/detail/Others/UCineCameraComponent.json	https://developer.gp.qq.com/api/class/detail/Others/UCineCameraComponent.json	symbols/class/UCineCameraComponent.md	raw/class/UCineCameraComponent.json	A specialized version of a camera component, geared toward cinematic usage.
class	UCircularThrobber	Others / UCircularThrobber	class/detail/Others/UCircularThrobber.json	https://developer.gp.qq.com/api/class/detail/Others/UCircularThrobber.json	symbols/class/UCircularThrobber.md	raw/class/UCircularThrobber.json	A throbber widget that orients images in a spinning circle.       No Children    Spinner Progress
class	UClickActorComponentBase	Others / UClickActorComponentBase	class/detail/Others/UClickActorComponentBase.json	https://developer.gp.qq.com/api/class/detail/Others/UClickActorComponentBase.json	symbols/class/UClickActorComponentBase.md	raw/class/UClickActorComponentBase.json	一个提供给按钮使用的组件，用于实现靠近显示按钮的逻辑
class	UClipmapGenerateConfig	Others / UClipmapGenerateConfig	class/detail/Others/UClipmapGenerateConfig.json	https://developer.gp.qq.com/api/class/detail/Others/UClipmapGenerateConfig.json	symbols/class/UClipmapGenerateConfig.md	raw/class/UClipmapGenerateConfig.json	
class	UClipmapTexture	Others / UClipmapTexture	class/detail/Others/UClipmapTexture.json	https://developer.gp.qq.com/api/class/detail/Others/UClipmapTexture.json	symbols/class/UClipmapTexture.md	raw/class/UClipmapTexture.json	Runtime virtual texture UObject
class	UClipmapTextureComponent	Others / UClipmapTextureComponent	class/detail/Others/UClipmapTextureComponent.json	https://developer.gp.qq.com/api/class/detail/Others/UClipmapTextureComponent.json	symbols/class/UClipmapTextureComponent.md	raw/class/UClipmapTextureComponent.json	Component used to place a URuntimeVirtualTexture in the world.
class	UClothingAsset	Others / UClothingAsset	class/detail/Others/UClothingAsset.json	https://developer.gp.qq.com/api/class/detail/Others/UClothingAsset.json	symbols/class/UClothingAsset.md	raw/class/UClothingAsset.json	
class	UClothingAssetBase	Others / UClothingAssetBase	class/detail/Others/UClothingAssetBase.json	https://developer.gp.qq.com/api/class/detail/Others/UClothingAssetBase.json	symbols/class/UClothingAssetBase.md	raw/class/UClothingAssetBase.json	
class	UCloudStorageBase	Others / UCloudStorageBase	class/detail/Others/UCloudStorageBase.json	https://developer.gp.qq.com/api/class/detail/Others/UCloudStorageBase.json	symbols/class/UCloudStorageBase.md	raw/class/UCloudStorageBase.json	Base class for the various platform interface classes.
class	UCollisionProfile	Others / UCollisionProfile	class/detail/Others/UCollisionProfile.json	https://developer.gp.qq.com/api/class/detail/Others/UCollisionProfile.json	symbols/class/UCollisionProfile.md	raw/class/UCollisionProfile.json	Set up and modify collision settings.
class	UColorBinding	Others / UColorBinding	class/detail/Others/UColorBinding.json	https://developer.gp.qq.com/api/class/detail/Others/UColorBinding.json	symbols/class/UColorBinding.md	raw/class/UColorBinding.json	
class	UColorGradient	Others / UColorGradient	class/detail/Others/UColorGradient.json	https://developer.gp.qq.com/api/class/detail/Others/UColorGradient.json	symbols/class/UColorGradient.md	raw/class/UColorGradient.json	
class	UColorGradientSlider	Others / UColorGradientSlider	class/detail/Others/UColorGradientSlider.json	https://developer.gp.qq.com/api/class/detail/Others/UColorGradientSlider.json	symbols/class/UColorGradientSlider.md	raw/class/UColorGradientSlider.json	
class	UColorPicker	Others / UColorPicker	class/detail/Others/UColorPicker.json	https://developer.gp.qq.com/api/class/detail/Others/UColorPicker.json	symbols/class/UColorPicker.md	raw/class/UColorPicker.json	
class	UColorSlider	Others / UColorSlider	class/detail/Others/UColorSlider.json	https://developer.gp.qq.com/api/class/detail/Others/UColorSlider.json	symbols/class/UColorSlider.md	raw/class/UColorSlider.json	
class	UComboBox	Others / UComboBox	class/detail/Others/UComboBox.json	https://developer.gp.qq.com/api/class/detail/Others/UComboBox.json	symbols/class/UComboBox.md	raw/class/UComboBox.json	The combobox allows you to display a list of options to the user in a dropdown menu for them to select one.
class	UComboBoxKey	Others / UComboBoxKey	class/detail/Others/UComboBoxKey.json	https://developer.gp.qq.com/api/class/detail/Others/UComboBoxKey.json	symbols/class/UComboBoxKey.md	raw/class/UComboBoxKey.json	The combobox allows you to display a list of options to the user in a dropdown menu for them to select one.   Use OnGenerateConentWidgetEvent to return a custom built widget.
class	UComboBoxString	Others / UComboBoxString	class/detail/Others/UComboBoxString.json	https://developer.gp.qq.com/api/class/detail/Others/UComboBoxString.json	symbols/class/UComboBoxString.md	raw/class/UComboBoxString.json	The combobox allows you to display a list of options to the user in a dropdown menu for them to select one.
class	UComboBoxWidgetStyle	Others / UComboBoxWidgetStyle	class/detail/Others/UComboBoxWidgetStyle.json	https://developer.gp.qq.com/api/class/detail/Others/UComboBoxWidgetStyle.json	symbols/class/UComboBoxWidgetStyle.md	raw/class/UComboBoxWidgetStyle.json	
class	UComboButtonWidgetStyle	Others / UComboButtonWidgetStyle	class/detail/Others/UComboButtonWidgetStyle.json	https://developer.gp.qq.com/api/class/detail/Others/UComboButtonWidgetStyle.json	symbols/class/UComboButtonWidgetStyle.md	raw/class/UComboButtonWidgetStyle.json	
class	UCommandlet	Others / UCommandlet	class/detail/Others/UCommandlet.json	https://developer.gp.qq.com/api/class/detail/Others/UCommandlet.json	symbols/class/UCommandlet.md	raw/class/UCommandlet.json	
class	UCommonBattleItemHandleBase	Others / UCommonBattleItemHandleBase	class/detail/Others/UCommonBattleItemHandleBase.json	https://developer.gp.qq.com/api/class/detail/Others/UCommonBattleItemHandleBase.json	symbols/class/UCommonBattleItemHandleBase.md	raw/class/UCommonBattleItemHandleBase.json	通用扩展 ItemHandle 基类
class	UCommonDeviceProfileMatchingRules	Others / UCommonDeviceProfileMatchingRules	class/detail/Others/UCommonDeviceProfileMatchingRules.json	https://developer.gp.qq.com/api/class/detail/Others/UCommonDeviceProfileMatchingRules.json	symbols/class/UCommonDeviceProfileMatchingRules.md	raw/class/UCommonDeviceProfileMatchingRules.json	
class	UComponentDelegateBinding	Others / UComponentDelegateBinding	class/detail/Others/UComponentDelegateBinding.json	https://developer.gp.qq.com/api/class/detail/Others/UComponentDelegateBinding.json	symbols/class/UComponentDelegateBinding.md	raw/class/UComponentDelegateBinding.json	
class	UCompositionGraphCaptureSettings	Others / UCompositionGraphCaptureSettings	class/detail/Others/UCompositionGraphCaptureSettings.json	https://developer.gp.qq.com/api/class/detail/Others/UCompositionGraphCaptureSettings.json	symbols/class/UCompositionGraphCaptureSettings.md	raw/class/UCompositionGraphCaptureSettings.json	
class	UConfigOverriderFor120fps	Others / UConfigOverriderFor120fps	class/detail/Others/UConfigOverriderFor120fps.json	https://developer.gp.qq.com/api/class/detail/Others/UConfigOverriderFor120fps.json	symbols/class/UConfigOverriderFor120fps.md	raw/class/UConfigOverriderFor120fps.json	
class	UConsole	Others / UConsole	class/detail/Others/UConsole.json	https://developer.gp.qq.com/api/class/detail/Others/UConsole.json	symbols/class/UConsole.md	raw/class/UConsole.json	A basic command line console that accepts most commands.
class	UConsoleSettings	Others / UConsoleSettings	class/detail/Others/UConsoleSettings.json	https://developer.gp.qq.com/api/class/detail/Others/UConsoleSettings.json	symbols/class/UConsoleSettings.md	raw/class/UConsoleSettings.json	Implements the settings for the UConsole class.
class	UContentWidget	Others / UContentWidget	class/detail/Others/UContentWidget.json	https://developer.gp.qq.com/api/class/detail/Others/UContentWidget.json	symbols/class/UContentWidget.md	raw/class/UContentWidget.json	
class	UCopyMotionMathLibrary	Others / UCopyMotionMathLibrary	class/detail/Others/UCopyMotionMathLibrary.json	https://developer.gp.qq.com/api/class/detail/Others/UCopyMotionMathLibrary.json	symbols/class/UCopyMotionMathLibrary.md	raw/class/UCopyMotionMathLibrary.json	
class	UCrowdFollowingComponent	Others / UCrowdFollowingComponent	class/detail/Others/UCrowdFollowingComponent.json	https://developer.gp.qq.com/api/class/detail/Others/UCrowdFollowingComponent.json	symbols/class/UCrowdFollowingComponent.md	raw/class/UCrowdFollowingComponent.json	
